Id,Book,Author,Description,Genres,Avg_Rating,Num_Ratings,URL
183,Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,"Robert Louis Stevenson's masterpiece of the duality of good and evil in man's nature sprang from the darkest recesses of his own unconscious—during a nightmare from which his wife awakened him, alerted by his screams. More than a hundred years later, this tale of the mild-mannered Dr. Jekyll and the drug that unleashes his evil, inner persona—the loathsome, twisted Mr. Hyde—has lost none of its ability to shock. Its realistic police-style narrative chillingly relates Jekyll's desperation as Hyde gains control of his soul—and gives voice to our own fears of the violence and evil within us. Written before Freud's naming of the ego and the id, Stevenson's enduring classic demonstrates a remarkable understanding of the personality's inner conflicts—and remains the irresistibly terrifying stuff of our worst nightmares.","['Classics', 'Horror', 'Fiction', 'Science Fiction', 'Mystery', 'Gothic', 'Fantasy']",3.83,"524,523",https://www.goodreads.com/book/show/51496.Dr_Jekyll_and_Mr_Hyde
184,Gulliver's Travels: Travels into Several Remote Nations of the World.,Jonathan Swift,"A wickedly clever satire uses comic inversions to offer telling insights into the nature of man and society. Nominated as one of America’s best-loved novels by PBS’s The Great American Read.Gulliver's Travels describes the four voyages of Lemuel Gulliver, a ship's surgeon. In Lilliput he discovers a world in miniature; towering over the people and their city, he is able to view their society from the viewpoint of a god. However, in Brobdingnag, a land of giants, tiny Gulliver himself comes under observation, exhibited as a curiosity at markets and fairs. In Laputa, a flying island, he encounters a society of speculators and projectors who have lost all grip on everyday reality; while they plan and calculate, their country lies in ruins. Gulliver's final voyage takes him to the land of the Houyhnhnms, gentle horses whom he quickly comes to admire - in contrast to the Yahoos, filthy bestial creatures who bear a disturbing resemblance to humans. This text, based on the first edition of 1726, reproduces all the original illustrations and includes an introduction by Robert Demaria, Jr, which discusses the ways Gulliver's Travels has been interpreted since its first publication. Jonathan Swift (1667-1745) was born in Dublin. For more than seventy years, Penguin has been the leading publisher of classic literature in the English-speaking world. With more than 1,700 titles, Penguin Classics represents a global bookshelf of the best works throughout history and across genres and disciplines. Readers trust the series to provide authoritative texts enhanced by introductions and notes by distinguished scholars and contemporary authors, as well as up-to-date translations by award-winning translators.","['Classics', 'Fiction', 'Fantasy', 'Adventure', 'Literature', 'Novels', '18th Century']",3.58,"263,452",https://www.goodreads.com/book/show/7733.Gulliver_s_Travels
185,"The Godfather (The Godfather, #1)",Mario Puzo,"The Godfather—the epic tale of crime and betrayal that became a global phenomenon.Almost fifty years ago, a classic was born. A searing portrayal of the Mafia underworld, The Godfather introduced readers to the first family of American crime fiction, the Corleones, and their powerful legacy of tradition, blood, and honor. The seduction of power, the pitfalls of greed, and the allegiance to family—these are the themes that have resonated with millions of readers around the world and made The Godfather the definitive novel of the violent subculture that, steeped in intrigue and controversy, remains indelibly etched in our collective consciousness.","['Fiction', 'Classics', 'Crime', 'Thriller', 'Historical Fiction', 'Mystery', 'Novels']",4.38,"397,516",https://www.goodreads.com/book/show/22034.The_Godfather
186,Robinson Crusoe,Daniel Defoe,"Daniel Defoe relates the tale of an English sailor marooned on a desert island for nearly three decades. An ordinary man struggling to survive in extraordinary circumstances, Robinson Crusoe wrestles with fate and the nature of God. This edition features maps.","['Classics', 'Fiction', 'Adventure', 'Literature', 'Historical Fiction', 'Novels', '18th Century']",3.68,"291,140",https://www.goodreads.com/book/show/2932.Robinson_Crusoe
187,Walden,Henry David Thoreau,"Originally published in 1854, Walden; or, Life in the Woods, is a vivid account of the time that Henry D. Thoreau lived alone in a secluded cabin at Walden Pond. It is one of the most influential and compelling books in American literature. This new paperback edition-introduced by noted American writer John Updike-celebrates the 150th anniversary of this classic work. Much of Walden's material is derived from Thoreau's journals and contains such engaging pieces as ""Reading"" and ""The Pond in the Winter"" Other famous sections involve Thoreau's visits with a Canadian woodcutter and with an Irish family, a trip to Concord, and a description of his bean field. This is the complete and authoritative text of Walden-as close to Thoreau's original intention as all available evidence allows. For the student and for the general reader, this is the ideal presentation of Thoreau's great document of social criticism and dissent.","['Classics', 'Philosophy', 'Nonfiction', 'Nature', 'Memoir', 'Literature', 'Biography']",3.78,"181,278",https://www.goodreads.com/book/show/16902.Walden
188,The Origin of Species,Charles Darwin,"Darwin's theory of natural selection issued a profound challenge to orthodox thought and belief: no being or species has been specifically created; all are locked into a pitiless struggle for existence, with extinction looming for those not fitted for the task. Yet The Origin of Species (1859) is also a humane and inspirational vision of ecological interrelatedness, revealing the complex mutual interdependencies between animal and plant life, climate and physical environment, and—by implication—within the human world. Written for the general reader, in a style which combines the rigour of science with the subtlety of literature, The Origin of Species remains one of the founding documents of the modern age.","['Science', 'Nonfiction', 'Classics', 'Biology', 'Evolution', 'Philosophy', 'History']",4.00,"110,730",https://www.goodreads.com/book/show/22463.The_Origin_of_Species
189,Invisible Man,Ralph Ellison,"First published in 1952 and immediately hailed as a masterpiece, Invisible Man is one of those rare novels that have changed the shape of American literature. For not only does Ralph Ellison's nightmare journey across the racial divide tell unparalleled truths about the nature of bigotry and its effects on the minds of both victims and perpetrators, it gives us an entirely new model of what a novel can be.As he journeys from the Deep South to the streets and basements of Harlem, from a horrifying ""battle royal"" where black men are reduced to fighting animals, to a Communist rally where they are elevated to the status of trophies, Ralph Ellison's nameless protagonist ushers readers into a parallel universe that throws our own into harsh and even hilarious relief. Suspenseful and sardonic, narrated in a voice that takes in the symphonic range of the American language, black and white, Invisible Man is one of the most audacious and dazzling novels of our century.","['Classics', 'Fiction', 'Literature', 'Race', 'Historical Fiction', 'African American', 'Novels']",3.91,"179,610",https://www.goodreads.com/book/show/16981.Invisible_Man
190,Emma,Jane Austen,"An alternative cover of this ISBN can be found here.Emma Woodhouse is one of Austen's most captivating and vivid characters. Beautiful, spoilt, vain and irrepressibly witty, Emma organizes the lives of the inhabitants of her sleepy little village and plays matchmaker with devastating effect.","['Classics', 'Fiction', 'Romance', 'Historical Fiction', 'Literature', 'Historical', 'Audiobook']",4.04,"823,278",https://www.goodreads.com/book/show/6969.Emma
191,The Prince,Niccolò Machiavelli,"Machiavelli needs to be looked at as he really was. Hence: Can Machiavelli, who makes the following observations, be Machiavellian as we understand the disparaging term? 1. So it is that to know the nature of a people, one need be a Prince; to know the nature of a Prince, one need to be of the people. 2. If a Prince is not given to vices that make him hated, it is unsusal for his subjects to show their affection for him. 3. Opportunity made Moses, Cyrus, Romulus, Theseus, and others; their virtue domi-nated the opportunity, making their homelands noble and happy. Armed prophets win; the disarmed lose. 4. Without faith and religion, man achieves power but not glory. 5. Prominent citizens want to command and oppress; the populace only wants to be free of oppression. 6. A Prince needs a friendly populace; otherwise in diversity there is no hope. 7. A Prince, who rules as a man of valor, avoids disasters, 8. Nations based on mercenary forces will never be solid or secure. 9. Mercenaries are dangerous because of their cowardice 10. There are two ways to fight: one with laws, the other with force. The first is rightly man’s way; the second, the way of beasts.","['Classics', 'Philosophy', 'Nonfiction', 'Politics', 'History', 'Literature', 'Political Science']",3.83,"315,451",https://www.goodreads.com/book/show/28862.The_Prince
192,Sophie's World,Jostein Gaarder,"An alternative cover for this ISBN can be found hereOne day fourteen-year-old Sophie Amundsen comes home from school to find in her mailbox two notes, with one question on each: ""Who are you?"" and ""Where does the world come from?"" From that irresistible beginning, Sophie becomes obsessed with questions that take her far beyond what she knows of her Norwegian village. Through those letters, she enrolls in a kind of correspondence course, covering Socrates to Sartre, with a mysterious philosopher, while receiving letters addressed to another girl. Who is Hilde? And why does her mail keep turning up? To unravel this riddle, Sophie must use the philosophy she is learning—but the truth turns out to be far more complicated than she could have imagined.","['Philosophy', 'Fiction', 'Classics', 'Young Adult', 'Novels', 'Fantasy', 'Literature']",3.96,"246,309",https://www.goodreads.com/book/show/10959.Sophie_s_World
193,The Complete Grimm's Fairy Tales,Jacob Grimm,"Originally titled Children’s and Household Tales, The Complete Grimm’s Fairy Tales contains the essential bedtime stories for children worldwide for the better part of two centuries. The Brothers Grimm, Jacob and Wilhelm, were German linguists and cultural researchers who gathered legendary folklore and aimed to collect the stories exactly as they heard them. 2012 marked the 200th anniversary of Grimm’s Fairy Tales, and what better way to celebrate than to include all 211 stories into the Knickerbocker Classic Series?Featuring all your favorite classics, including “Hansel and Gretel,” “Cinderella,” “The Frog Prince,” “Rapunzel,” “Snow White,” “Rumpelstiltskin,” and dozens more, The Complete Grimm’s Fairy Tales is also accompanied by 40 color plates and 60 black and white illustrations from award-winning English illustrator Arthur Rackham, whose books and prints are now highly sought-after collectibles.The third title in the Knickerbocker Classic series has 800 pages of classic fairy tales to enjoy and will also feature a full-cloth binding, ribbon marker, and will fit neatly in an elegant slipcase for your personal library collection.Also includes a selection of stunning color reproductions by the famous illustrator, Arthur Rackham.","['Classics', 'Fantasy', 'Fiction', 'Fairy Tales', 'Short Stories', 'Childrens', 'Literature']",4.28,"153,282",https://www.goodreads.com/book/show/22917.The_Complete_Grimm_s_Fairy_Tales
194,The Trial,Franz Kafka,"Written in 1914 but not published until 1925, a year after Kafka’s death, The Trial is the terrifying tale of Josef K., a respectable bank officer who is suddenly and inexplicably arrested and must defend himself against a charge about which he can get no information. Whether read as an existential tale, a parable, or a prophecy of the excesses of modern bureaucracy wedded to the madness of totalitarianism, The Trial has resonated with chilling truth for generations of readers.","['Classics', 'Fiction', 'Philosophy', 'Literature', 'German Literature', 'Novels', 'Dystopia']",3.96,"294,038",https://www.goodreads.com/book/show/17690.The_Trial
195,The Time Machine,H.G. Wells,"“I’ve had a most amazing time....”So begins the Time Traveller’s astonishing firsthand account of his journey 800,000 years beyond his own era—and the story that launched H.G. Wells’s successful career and earned him his reputation as the father of science fiction. With a speculative leap that still fires the imagination, Wells sends his brave explorer to face a future burdened with our greatest hopes...and our darkest fears. A pull of the Time Machine’s lever propels him to the age of a slowly dying Earth.  There he discovers two bizarre races—the ethereal Eloi and the subterranean Morlocks—who not only symbolize the duality of human nature, but offer a terrifying portrait of the men of tomorrow as well.  Published in 1895, this masterpiece of invention captivated readers on the threshold of a new century. Thanks to Wells’s expert storytelling and provocative insight, The Time Machine will continue to enthrall readers for generations to come. ","['Classics', 'Science Fiction', 'Fiction', 'Time Travel', 'Fantasy', 'Dystopia', 'Literature']",3.90,"492,030",https://www.goodreads.com/book/show/2493.The_Time_Machine
196,"Watchmen (Watchmen, #1-12)",Alan Moore,"This Hugo Award-winning graphic novel chronicles the fall from grace of a group of super-heroes plagued by all-too-human failings. Along the way, the concept of the super-hero is dissected as the heroes are stalked by an unknown assassin.One of the most influential graphic novels of all time and a perennial best-seller, Watchmen has been studied on college campuses across the nation and is considered a gateway title, leading readers to other graphic novels such as V for Vendetta, Batman: The Dark Knight Returns and The Sandman series.","['Graphic Novels', 'Comics', 'Fiction', 'Science Fiction', 'Fantasy', 'Graphic Novels Comics', 'Comic Book']",4.37,"537,909",https://www.goodreads.com/book/show/472331.Watchmen
197,Roots: The Saga of an American Family,Alex Haley,"When he was a boy in Henning, Tennessee, Alex Haley's grandmother used to tell him stories about their family—stories that went back to her grandparents, and their grandparents, down through the generations all the way to a man she called ""the African."" She said he had lived across the ocean near what he called the ""Kamby Bolongo"" and had been out in the forest one day chopping wood to make a drum when he was set upon by four men, beaten, chained and dragged aboard a slave ship bound for Colonial America.Still vividly remembering the stories after he grew up and became a writer, Haley began to search for documentation that might authenticate the narrative. It took ten years and a half a million miles of travel across three continents to find it, but finally, in an astonishing feat of genealogical detective work, he discovered not only the name of ""the African""—Kunta Kinte—but the precise location of Juffure, the very village in The Gambia, West Africa, from which he was abducted in 1767 at the age of sixteen and taken on the Lord Ligonier to Maryland and sold to a Virginia planter.Haley has talked in Juffure with his own African sixth cousins. On September 29, 1967, he stood on the dock in Annapolis where his great-great-great-great-grandfather was taken ashore on September 29, 1767. Now he has written the monumental two-century drama of Kunta Kinte and the six generations who came after him—slaves and freedmen, farmers and blacksmiths, lumber mill workers and Pullman porters, lawyers and architects—and one author.But Haley has done more than recapture the history of his own family. As the first black American writer to trace his origins back to their roots, he has told the story of 25,000,000 Americans of African descent. He has rediscovered for an entire people a rich cultural heritage that slavery took away from them, along with their names and their identities. But Roots speaks, finally, not just to blacks, or to whites, but to all people and all races everywhere, for the story it tells is one of the most eloquent testimonials ever written to the indomitability of the human spirit.","['Historical Fiction', 'Fiction', 'Classics', 'Historical', 'African American', 'Africa', 'Race']",4.44,"157,178",https://www.goodreads.com/book/show/546018.Roots
198,Candide,Voltaire,"Candide is the story of a gentle man who, though pummeled and slapped in every direction by fate, clings desperately to the belief that he lives in ""the best of all possible worlds."" On the surface a witty, bantering tale, this eighteenth-century classic is actually a savage, satiric thrust at the philosophical optimism that proclaims that all disaster and human suffering is part of a benevolent cosmic plan. Fast, funny, often outrageous, the French philosopher's immortal narrative takes Candide around the world to discover that -- contrary to the teachings of his distinguished tutor Dr. Pangloss -- all is not always for the best. Alive with wit, brilliance, and graceful storytelling, Candide has become Voltaire's most celebrated work.","['Classics', 'Fiction', 'Philosophy', 'France', 'Literature', 'Humor', 'French Literature']",3.76,"263,371",https://www.goodreads.com/book/show/19380.Candide
199,Beloved,Toni Morrison,"Winner of the Pulitzer Prize, Toni Morrison’s Beloved is a spellbinding and dazzlingly innovative portrait of a woman haunted by the past.Sethe was born a slave and escaped to Ohio, but eighteen years later she is still not free. She has borne the unthinkable and not gone mad, yet she is still held captive by memories of Sweet Home, the beautiful farm where so many hideous things happened. Meanwhile Sethe’s house has long been troubled by the angry, destructive ghost of her baby, who died nameless and whose tombstone is engraved with a single word: Beloved.Sethe works at beating back the past, but it makes itself heard and felt incessantly in her memory and in the lives of those around her. When a mysterious teenage girl arrives, calling herself Beloved, Sethe’s terrible secret explodes into the present.Combining the visionary power of legend with the unassailable truth of history, Morrison’s unforgettable novel is one of the great and enduring works of American literature.","['Fiction', 'Classics', 'Historical Fiction', 'Magical Realism', 'Literature', 'Historical', 'School']",3.93,"405,076",https://www.goodreads.com/book/show/6149.Beloved
200,Atonement,Ian McEwan,"Ian McEwan’s symphonic novel of love and war, childhood and class, guilt and forgiveness provides all the satisfaction of a brilliant narrative and the provocation we have come to expect from this master of English prose.On a hot summer day in 1935, thirteen-year-old Briony Tallis witnesses the flirtation between her older sister, Cecilia, and Robbie Turner, the son of a servant. But Briony’s incomplete grasp of adult motives and her precocious imagination bring about a crime that will change all their lives, a crime whose repercussions Atonement follows through the chaos and carnage of World War II and into the close of the twentieth century.","['Fiction', 'Historical Fiction', 'Classics', 'Romance', 'Historical', 'War', 'Literary Fiction']",3.93,"498,043",https://www.goodreads.com/book/show/6867.Atonement
201,Go Ask Alice,Beatrice Sparks,"It started when she was served a soft drink laced with LSD in a dangerous party game. Within months, she was hooked, trapped in a downward spiral that took her from her comfortable home and loving family to the mean streets of an unforgiving city. It was a journey that would rob her of her innocence, her youth -- and ultimately her life.
Read her diary. Enter her world. You will never forget her.
","['Young Adult', 'Fiction', 'Classics', 'Contemporary', 'Mental Health', 'Realistic Fiction', 'Teen']",3.75,"265,454",https://www.goodreads.com/book/show/46799.Go_Ask_Alice
202,My Sister's Keeper,Jodi Picoult,"New York Times best-selling author Jodi Picoult is widely acclaimed for her keen insights into the hearts and minds of real people. Now she tells the emotionally riveting story of a family torn apart by conflicting needs and a passionate love that triumphs over human weakness. Anna is not sick, but she might as well be. By age 13 she has undergone countless surgeries, transfusions, and shots so that her older sister, Kate, can somehow fight the leukemia that has plagued her since childhood. The product of preimplantation genetic diagnosis, Anna was conceived as a bone marrow match for Kate—a life and a role that she has never challenged ... until now. Like most teenagers, Anna is beginning to question who she truly is. But unlike most teenagers, she has always been defined in terms of her sister—and so Anna makes a decision that for most would be unthinkable, a decision that will tear her family apart and have perhaps fatal consequences for the sister she loves. My Sister's Keeper examines what it means to be a good parent, a good sister, a good person. Is it morally correct to do whatever it takes to save a child's life, even if that means infringing upon the rights of another? Is it worth trying to discover who you really are if that quest makes you like yourself less? Should you follow your own heart or let others lead you? Once again, in My Sister's Keeper, Jodi Picoult tackles a controversial real-life subject with grace, wisdom, and sensitivity.","['Fiction', 'Contemporary', 'Chick Lit', 'Young Adult', 'Drama', 'Adult', 'Adult Fiction']",4.09,"1,176,249",https://www.goodreads.com/book/show/10917.My_Sister_s_Keeper
203,Tuck Everlasting,Natalie Babbitt,"Doomed to - or blessed with - eternal life after drinking from a magic spring, the Tuck family wanders about trying to live as inconspicuously and comfortably as they can. When ten-year-old Winnie Foster stumbles on their secret, the Tucks take her home and explain why living forever at one age is less a blessing that it might seem. Complications arise when Winnie is followed by a stranger who wants to market the spring water for a fortune.","['Fantasy', 'Classics', 'Young Adult', 'Fiction', 'Childrens', 'Middle Grade', 'School']",3.89,"262,788",https://www.goodreads.com/book/show/84981.Tuck_Everlasting
204,Stranger in a Strange Land,Robert A. Heinlein,"NAME: Valentine Michael SmithANCESTRY: HumanORIGIN: MarsValentine Michael Smith is a human being raised on Mars, newly returned to Earth. Among his people for the first time, he struggles to understand the social mores and prejudices of human nature that are so alien to him, while teaching them his own fundamental beliefs in grokking, watersharing, and love.","['Science Fiction', 'Fiction', 'Classics', 'Science Fiction Fantasy', 'Fantasy', 'Novels', 'Speculative Fiction']",3.92,"303,442",https://www.goodreads.com/book/show/350.Stranger_in_a_Strange_Land
205,The Sun Also Rises,Ernest Hemingway,"The quintessential novel of the Lost Generation, The Sun Also Rises (Fiesta) is one of Ernest Hemingway's masterpieces and a classic example of his spare but powerful writing style. A poignant look at the disillusionment and angst of the post-World War I generation, the novel introduces two of Hemingway's most unforgettable characters: Jake Barnes and Lady Brett Ashley. The story follows the flamboyant Brett and the hapless Jake as they journey from the wild nightlife of 1920s Paris to the brutal bullfighting rings of Spain with a motley group of expatriates. It is an age of moral bankruptcy, spiritual dissolution, unrealized love, and vanishing illusions. First published in 1926, The Sun Also Rises helped to establish Hemingway as one of the greatest writers of the twentieth century.","['Classics', 'Fiction', 'Literature', 'Novels', 'Historical Fiction', 'American', 'Spain']",3.80,"420,059",https://www.goodreads.com/book/show/3876.The_Sun_Also_Rises
206,"Divergent (Divergent, #1)",Veronica Roth,"In Beatrice Prior's dystopian Chicago world, society is divided into five factions, each dedicated to the cultivation of a particular virtue—Candor (the honest), Abnegation (the selfless), Dauntless (the brave), Amity (the peaceful), and Erudite (the intelligent). On an appointed day of every year, all sixteen-year-olds must select the faction to which they will devote the rest of their lives. For Beatrice, the decision is between staying with her family and being who she really is—she can't have both. So she makes a choice that surprises everyone, including herself.During the highly competitive initiation that follows, Beatrice renames herself Tris and struggles alongside her fellow initiates to live out the choice they have made. Together they must undergo extreme physical tests of endurance and intense psychological simulations, some with devastating consequences. As initiation transforms them all, Tris must determine who her friends really are—and where, exactly, a romance with a sometimes fascinating, sometimes exasperating boy fits into the life she's chosen. But Tris also has a secret, one she's kept hidden from everyone because she's been warned it can mean death. And as she discovers unrest and growing conflict that threaten to unravel her seemingly perfect society, she also learns that her secret might help her save those she loves . . . or it might destroy her.","['Young Adult', 'Dystopia', 'Fantasy', 'Fiction', 'Science Fiction', 'Romance', 'Adventure']",4.15,"3,707,043",https://www.goodreads.com/book/show/13335037-divergent
207,"The Mists of Avalon (Avalon, #1)",Marion Zimmer Bradley,"Here is the magical legend of King Arthur, vividly retold through the eyes and lives of the women who wielded power from behind the throne. A spellbinding novel, an extraordinary literary achievement, THE MISTS OF AVALON will stay with you for a long time to come....","['Fantasy', 'Fiction', 'Historical Fiction', 'Arthurian', 'Mythology', 'Classics', 'Historical']",4.13,"202,492",https://www.goodreads.com/book/show/402045.The_Mists_of_Avalon
208,Mere Christianity,C.S. Lewis,"Mere Christianity is C.S. Lewis's forceful and accessible doctrine of Christian belief. First heard as informal radio broadcasts and then published as three separate books — The Case for Christianity, Christian Behavior, and Beyond Personality — Mere Christianity brings together what Lewis saw as the fundamental truths of the religion. Rejecting the boundaries that divide Christianity's many denominations, C.S. Lewis finds a common ground on which all those who have Christian faith can stand together, proving that ""at the centre of each there is something, or a Someone, who against all divergences of belief, all differences of temperament, all memories of mutual persecution, speaks the same voice.""","['Christian', 'Nonfiction', 'Religion', 'Theology', 'Christianity', 'Classics', 'Philosophy']",4.35,"378,880",https://www.goodreads.com/book/show/40792344-mere-christianity
209,The Tale of Peter Rabbit,Beatrix Potter,"""Now, my dears,"" said old Mrs Rabbit one morning, ""you may go into the fields or down the lane, but don't go into Mr. McGregor's garden.""Follow the story of naughty Peter Rabbit as he squeezes—predictably—under the gate into Mr. McGregor's garden and finds himself in all kinds of trouble! But how does Peter Rabbit get himself out of this tricky situation? Beatrix Potter's story about one mischievous but ultimately endearing little creature will tell us, accompanied by beautiful illustrations and timeless verses which have transcended generations.'The Tale of Peter Rabbit', first published in 1902, is still today one of Beatrix Potter's most popular and well-loved tales. It is the first of the illustrious series that is The World of Beatrix Potter', and a story which has endured retelling after retelling at bedtimes all over the world. 
Beatrix Potter
 (1866–1943) loved the countryside and spent much of her childhood drawing and studying animals. 'The Tale of Peter Rabbit', first published in 1902, was her first book. She later went on to publish more than twenty tales and collections of rhymes.Age Rating: 3–12+ / Preschool - 2+ / Lexile Measure AD660L","['Childrens', 'Classics', 'Picture Books', 'Fiction', 'Animals', 'Fantasy', 'Short Stories']",4.21,"238,241",https://www.goodreads.com/book/show/19321.The_Tale_of_Peter_Rabbit
210,The Phantom Tollbooth,Norton Juster,"Librarian's Note: For an alternate cover edition of the same ISBN, click here.This beloved story -first published more than fifty years ago- introduces readers to Milo and his adventures in the Lands Beyond. For Milo, everything’s a bore. When a tollbooth mysteriously appears in his room, he drives through only because he’s got nothing better to do. But on the other side, things seem different. Milo visits the Island of Conclusions (you get there by jumping), learns about time from a ticking watchdog named Tock, and even embarks on a quest to rescue Rhyme and Reason! Somewhere along the way, Milo realizes something astonishing. Life is far from dull. In fact, it’s exciting beyond his wildest dreams. . . .","['Fantasy', 'Fiction', 'Classics', 'Childrens', 'Young Adult', 'Middle Grade', 'Adventure']",4.19,"275,780",https://www.goodreads.com/book/show/378.The_Phantom_Tollbooth
211,The Things They Carried,Tim O'Brien,"This modern classic and New York Times best seller was a finalist for both the 1990 Pulitzer Prize and National Book Critics Circle Award and has become a staple of American classrooms. Hailed by The New York Times as ""a marvel of storytelling"", The Things They Carried’s portrayal of the boots-on-the-ground experience of soldiers in the Vietnam War is a landmark in war writing. Now, three-time Emmy Award winner Bryan Cranston, star of the hit TV series Breaking Bad, delivers an electrifying performance that walks the book’s hallucinatory line between reality and fiction and highlights the emotional power of the spoken word.The soldiers in this collection of stories carried M-16 rifles, M-60 machine guns, and M-79 grenade launchers. They carried plastic explosives, hand grenades, flak jackets, and landmines. But they also carried letters from home, illustrated Bibles, and pictures of their loved ones. Some of them carried extra food or comic books or drugs. Every man carried what he needed to survive, and those who did carried their shattering stories away from the jungle and back to a nation that would never understand.This audiobook also includes an exclusive recording “The Vietnam in Me,” a recount of the author’s trip back to Vietnam in 1994, revisiting his experience there as a soldier 25 years before, read by Tim O’Brien himself.The Things They Carried was produced by Audible Studios in partnership with Playtone, the celebrated film and television production company founded by Tom Hanks and Gary Goetzman, and producer of the award-winning series Band of Brothers, John Adams, and The Pacific, as well as the HBO movie Game Change.©1990 Tim O'Brien (P)2013 Audible, Inc.Bryan Cranston is turning in one of the great television performances as Walter White on the Emmy Award-winning Breaking Bad, so needless to say, I was thrilled to hear that he'd be narrating Tim O'Brien's classic The Things They Carried. I first experienced the book in high school, and to revisit it now with such a gifted performer is an absolute treat. Cranston fully inhabits O'Brien's collection of semi-autobiographical stories about the Vietnam War and brings to it a sense of experience and remembrance as though he were actually there. I've only heard a sample so far, but I'd already consider this one of the top audiobook performances of the year.","['Fiction', 'Historical Fiction', 'Classics', 'War', 'Short Stories', 'School', 'Historical']",4.14,"295,046",https://www.goodreads.com/book/show/133518.The_Things_They_Carried
212,"The Lightning Thief (Percy Jackson and the Olympians, #1)",Rick Riordan,"Alternate cover for this ISBN can be found herePercy Jackson is a good kid, but he can't seem to focus on his schoolwork or control his temper. And lately, being away at boarding school is only getting worse - Percy could have sworn his pre-algebra teacher turned into a monster and tried to kill him. When Percy's mom finds out, she knows it's time that he knew the truth about where he came from, and that he go to the one place he'll be safe. She sends Percy to Camp Half Blood, a summer camp for demigods (on Long Island), where he learns that the father he never knew is Poseidon, God of the Sea. Soon a mystery unfolds and together with his friends—one a satyr and the other the demigod daughter of Athena - Percy sets out on a quest across the United States to reach the gates of the Underworld (located in a recording studio in Hollywood) and prevent a catastrophic war between the gods.","['Fantasy', 'Young Adult', 'Mythology', 'Fiction', 'Middle Grade', 'Adventure', 'Childrens']",4.29,"2,694,539",https://www.goodreads.com/book/show/28187.The_Lightning_Thief
213,"Murder on the Orient Express (Hercule Poirot, #10)",Agatha Christie,"Just after midnight, a snowdrift stops the famous Orient Express in its tracks as it travels through the mountainous Balkans. The luxurious train is surprisingly full for the time of the year but, by the morning, it is one passenger fewer. An American tycoon lies dead in his compartment, stabbed a dozen times, his door locked from the inside.One of the passengers is none other than detective Hercule Poirot. On vacation. Isolated and with a killer on board, Poirot must identify the murderer—in case he or she decides to strike again.Librarian's note: the first fifteen novels in the Hercule Poirot series are 1) The Mysterious Affair at Styles, 1920; 2) The Murder on the Links, 1923; 3) The Murder of Roger Ackroyd, 1926; 4) The Big Four, 1927; 5) The Mystery of the Blue Train, 1928; 6) Peril at End House, 1932; 7) Lord Edgware Dies, 1933; 8) Murder on the Orient Express, 1934; 9) Three Act Tragedy, 1935; 10) Death in the Clouds, 1935; 11) The A.B.C. Murders, 1936; 12) Murder in Mesopotamia, 1936; 13) Cards on the Table, 1936; 14) Dumb Witness, 1937; and 15) Death on the Nile, 1937. These are just the novels; Poirot also appears in this period in a play, Black Coffee, 1930, and two collections of short stories, Poirot Investigates, 1924, and Murder in the Mews, 1937. Each novel, play and short story has its own entry on Goodreads.","['Mystery', 'Classics', 'Fiction', 'Crime', 'Mystery Thriller', 'Thriller', 'Audiobook']",4.20,"557,417",https://www.goodreads.com/book/show/853510.Murder_on_the_Orient_Express
214,Number the Stars,Lois Lowry,"Ten-year-old Annemarie Johansen and her best friend Ellen Rosen often think of life before the war. It's now 1943 and their life in Copenhagen is filled with school, food shortages, and the Nazi soldiers marching through town. When the Jews of Denmark are ""relocated,"" Ellen moves in with the Johansens and pretends to be one of the family. Soon Annemarie is asked to go on a dangerous mission to save Ellen's life.","['Historical Fiction', 'Young Adult', 'Fiction', 'Classics', 'Childrens', 'Historical', 'Middle Grade']",4.18,"536,361",https://www.goodreads.com/book/show/47281.Number_the_Stars
215,The Constitution of the United States of America,Founding Fathers,"The landmark legal document of the United States, the U.S. Constitution comprises the primary law of the Federal Government. Signed by the members of the Constitutional Convention in Philadelphia on September 17, 1787, the Constitution outlines the powers and responsibilities of the three chief branches of the Federal Government, as well as the basic rights of the citizens of the United States. This beautiful gift edition contains the complete text of the United States Constitution, as well as all of its amendments. It is a treasure for Americans of all ages.","['History', 'Nonfiction', 'Politics', 'Classics', 'Philosophy', 'Law', 'Reference']",4.52,"27,003",https://www.goodreads.com/book/show/89959.The_Constitution_of_the_United_States_of_America
